0.00011082607281391816	799787.0364819383	119.88132936340517
0.00018299947418080293	1.3207479489650158e6	261.5703775488119
0.0003505387700767124	2.5303051303188982e6	703.9598066808626
0.0005688374420112887	4.106680997516538e6	1440.9956865058334
0.0008207594349452721	5.926241400903695e6	2439.5677512608304
0.001098120154701787	7.929914628253612e6	3659.621667056457
0.0013960992934201853	1.0082893910192356e7	5061.278536363847
0.0017114830069737583	1.2361960150191898e7	6607.171297754402
0.0020419561706936633	1.4750377951180506e7	8263.218939853728
0.0023857619812766785	1.723544080409657e7	9998.816165708424
0.002741516764058615	1.9807135505669277e7	11786.783940183925
0.0031080998893150266	2.2457348194645274e7	13603.219794695005
0.0034845838599361083	2.5179360066487398e7	15427.30887944464
0.003870187583218053	2.796751027305564e7	17241.123921379898
0.004264243844558957	3.08169612383726e7	19029.42756414368
0.004666175907095652	3.37235297889255e7	20779.48336304303
0.005075480209983313	3.668356226937834e7	22480.877972604965
0.005491713277719581	3.969384003210256e7	24125.355626872053
0.005914481618754194	4.275150649041902e7	25706.664662960793
0.006343433797077829	4.585400984863749e7	27220.415741684017
0.0067782541162565045	4.899905746655051e7	28663.950924296514
0.007218657521730443	5.218457901538307e7	30036.22288175524
0.007664385438328861	5.540869638364098e7	31337.68343887591
0.00811520233595458	5.86696988394271e7	32570.180625315905
0.008570892869468995	6.196602233842703e7	33736.86359546973
0.009031259476564846	6.529623213923658e7	34842.09464678799
0.009496120344742592	6.86590080845695e7	35891.36786544963
0.009965307678564834	7.20531320518475e7	36891.23368421244
0.01043866621331853	7.54774771842307e7	37849.22901602893
0.01091605193247796	7.893099859471415e7	38773.81234523499
0.011397330954963035	8.241272529767181e7	39674.303505948425
0.011882378564821135	8.592175317030859e7	40560.827689143225
0.012371078361115074	8.945723878359129e7	41444.26334335675
0.012863321509857984	9.301839397145039e7	42336.193715111905
0.013359006083051654	9.660448103034697e7	43248.86172405283
0.013858036472449587	1.0021480845985779e8	44195.12782765806
0.014360322867724467	1.0384872716950041e8	45188.430858422646
0.01486578079039863	1.075056270895761e8	46242.75138474433
0.015374330676255408	1.1118493413325135e8	47372.577549438094
0.015885897500065624	1.148861074653126e8	48592.873193502695
0.01640041043738545	1.1860863703975178e8	49919.04802932947
0.0169178025589492	1.223520413736976e8	51366.92982021667
